dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2008-0454-KGZ,['Chong-Alay'],['Admin2'],['Osh'],['Chong-Alay'],llm_osm,GDIS,2,geodetic,4790927420.920077,4927838277.023983,4720189473.438255,4998576224.505806,0.9852350200145096,0.9578620904517323,0.9443067908612169,False,False,False,False
2008-0457-NIC,"['Nueva Segovia', 'Madriz', 'Granada', 'Chontales', 'Managua']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Nueva Segovia', 'Madriz', 'Granada', 'Chontales', 'Managua']","[None, None, None, None, None]",llm_osm,GDIS,2,geodetic,15735558260.43843,12705198762.590958,7863318435.555337,20577438587.474052,0.4997165213594555,0.6189055820762129,0.38213300465597866,False,False,False,False
2008-0459-BDI,"['Bujumbura Rural', 'Cibitoke', 'Ngozi', 'Kabezi', 'Nyamurenza', 'Ngozi']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2']","['Bujumbura Rural', 'Cibitoke', 'Ngozi', 'Bujumbura Rural', 'Ngozi', 'Ngozi']","[None, None, None, 'Kabezi', 'Nyamurenza', 'Ngozi']",llm_osm,GDIS,2,geodetic,3857853141.329701,2005511545.0079792,1846940402.1773486,4016424284.1603312,0.47874824015223055,0.9209323211200963,0.4598469363560946,False,False,False,False
2008-0484-BLZ,"['Belize', 'Corozal', 'Orange Walk']","['Admin1', 'Admin1', 'Admin1']","['Belize', 'Corozal', 'Orange Walk']","[None, None, None]",llm_osm,GDIS,2,geodetic,41671949952.944176,15228029987.012129,15201985909.36207,41697994030.59424,0.36480140541846734,0.9982897277144666,0.36457355474242287,False,False,False,False
2008-0484-CRI,"['Guanacaste', 'Puntarenas', 'Cartago', 'San Jose', 'Limon', 'Alajuela']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Guanacaste', 'Puntarenas', 'Cartago', 'San José', 'Limón', 'Alajuela']","[None, None, None, None, None, None]",llm_osm,GDIS,2,geodetic,77893028910.42316,4586927642.602789,4586927642.602789,77893028910.42316,0.05888752442632251,1.0,0.05888752442632251,True,False,True,False
2008-0484-GTM,"['Izabal', 'Alta Verapaz', 'Quiché', 'Zacapa', 'Huehuetenango', 'Chimaltenango', 'Sayaxché', 'La Libertad', 'Dolores', 'Poptún', 'San Luis', 'San Miguel Ixtahuacán']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Izabal', 'Alta Verapaz', 'Quiché', 'Zacapa', 'Huehuetenango', 'Chimaltenango', 'Petén', 'Petén', 'Petén', 'Petén', 'Petén', 'San Marcos']","[None, None, None, None, None, None, 'Sayaxché', 'La Libertad', 'Dolores', 'Poptún', 'San Luis', 'San Miguel Ixtahuacán']",llm_osm,GDIS,2,geodetic,54118094743.525055,29699552666.074905,29161875841.56161,54655771568.038345,0.5388562915927612,0.9818961305391152,0.5335552862017398,False,False,False,False
2008-0484-HND,"['Atlántida', 'Choluteca', 'Colón', 'Comayagua', 'Copán', 'Cortés', 'Francisco Morazán', 'Gracias a Dios', 'Intibucá', 'La Paz', 'Lempira', 'Ocotepeque', 'Olancho', 'El Paraíso', 'Santa Bárbara', 'Valle', 'Yoro']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Atlántida', 'Choluteca', 'Colón', 'Comayagua', 'Copán', 'Cortés', 'Francisco Morazán', 'Gracias a Dios', 'Intibucá', 'La Paz', 'Lempira', 'Ocotepeque', 'Olancho', 'El Paraíso', 'Santa Bárbara', 'Valle', 'Yoro']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",llm_osm,GDIS,2,geodetic,136845898973.27097,111906019923.96902,107047811536.45367,141704107360.78632,0.7822507823735549,0.9565867109667907,0.7554319598083643,False,False,False,False
2008-0484-NIC,"['Chinandega', 'Madriz', 'Esteli', 'Leon', 'Managua', 'Granada', 'Rivas']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Chinandega', 'Madriz', 'Estelí', 'León', 'Managua', 'Granada', 'Rivas']","[None, None, None, None, None, None, None]",llm_osm,GDIS,2,geodetic,20003643313.74244,21333317273.368793,10868540750.34201,30468419836.769226,0.5433280617873923,0.5094632312017237,0.3567149464451674,False,False,False,False
2008-0484-SLV,"['Usulután', 'San Miguel']","['Admin1', 'Admin1']","['Usulután', 'San Miguel']","[None, None]",llm_osm,GDIS,2,geodetic,2739883306.079355,4046621598.087178,2550421759.365555,4236083144.8009777,0.9308505050950836,0.6302595134101812,0.6020707507820601,False,False,False,False
2008-0486-IND,"['Assam', 'Muzaffarpur', 'Supaul', 'Patna', 'Katihar', 'Nalanda', 'Araria', 'Sheikhpura', 'Saharsa', 'Purnia', 'Saran', 'Begusarai', 'Bhagalpur', 'Madhepura', 'Vaishali', 'Khagaria']","['Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Assam', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar', 'Bihar']","[None, 'Muzaffarpur', 'Supaul', 'Patna', 'Katihar', 'Nalanda', 'Araria', 'Sheikhpura', 'Saharsa', 'Purnia', 'Saran', 'Begusarai', 'Bhagalpur', 'Madhepura', 'Vaishali', 'Khagaria']",llm_osm,GDIS,2,geodetic,111175534922.92154,172227949918.58435,108102054902.11983,175301429939.38605,0.9723547089480382,0.6276684763026086,0.6166638511705139,False,False,False,False
2008-0488-AFG,['Jalalabad'],['Admin2'],['Nangarhar'],['Jalal abad'],llm_osm,GDIS,2,geodetic,23613334.91360363,166385029.08488375,21198779.69416957,168799584.3043178,0.897746115562735,0.12740797540958268,0.1255854970350618,False,False,False,False
2008-0498-MAR,"['Oriental', 'Nador', 'Tanger-Assilah']","['Admin1', 'Admin2', 'Admin2']","['Oriental', 'Oriental', 'Tanger - Tétouan']","[None, 'Nador', 'Tanger-Assilah']",llm_osm,GDIS,2,geodetic,67229977059.682724,2478715943.5012083,2436040473.650943,67272652529.53299,0.0362344385673131,0.9827832350204735,0.036211452678806,False,False,False,False
2008-0499-YEM,"['Taizz', 'Al Mahwit']","['Admin1', 'Admin1']","['Ta`izz', 'Al Mahwit']","[None, None]",llm_osm,GDIS,2,geodetic,15228857965.766298,97240718742.43896,12285209070.95415,100184367637.25111,0.8067058671484544,0.12633811462761732,0.1226260080358704,False,False,False,False
2008-0503-PRY,"['Presidente Hayes', 'San Pedro', 'Concepción']","['Admin1', 'Admin1', 'Admin1']","['Presidente Hayes', 'San Pedro', 'Concepción']","[None, None, None]",llm_osm,GDIS,2,geodetic,112501635113.08284,112829669744.28871,111455207562.39491,113876097294.97664,0.9906985569619846,0.9878182557388601,0.9787410194932232,False,False,False,False
2008-0507-CHN,"['Yunnan', 'Guangxi']","['Admin1', 'Admin1']","['Yunnan', 'Guangxi']","[None, None]",llm_osm,GDIS,2,geodetic,630238617720.4875,619626896650.6434,618242057617.2245,631623456753.9064,0.9809650507506927,0.99776504370468,0.9788142777257629,False,False,False,False
2008-0514-CUB,"['Sancti Spíritus', 'Ciego de Ávila', 'Granma', 'Santa Cruz del Sur', 'Najasa', 'Guáimaro']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2']","['Sancti Spíritus', 'Ciego de Ávila', 'Granma', 'Camagüey', 'Camagüey', 'Camagüey']","[None, None, None, 'Santa Cruz del Sur', 'Najasa', 'Guáimaro']",llm_osm,GDIS,2,geodetic,47654394675.09074,28713897454.742622,19867105689.025852,56501186440.80751,0.4168997597069577,0.6918986083425063,0.3516228054757626,False,False,False,False
2008-0517-ETH,"['Somali', 'Oromia', 'Amhara', 'Afder', 'Fafan', 'Shabelle', 'Bale']","['Admin1', 'Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Somali', 'Oromia', 'Amhara', 'Somali', 'Somali', 'Somali', 'Oromia']","[None, None, None, 'Afder', 'Fafan', 'Shabelle', 'Bale']",llm_osm,GDIS,2,geodetic,788756539771.351,33105191177.53938,31761928874.940853,790099802073.9496,0.04026835566288702,0.959424420919524,0.04019989473680198,False,False,False,False
2008-0525-AUS,"['Brisbane', 'Logan', 'Gold Coast', 'Sunshine Coast', 'Moreton Bay']","['Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Queensland', 'Queensland', 'Queensland', 'Queensland', 'Queensland']","['Brisbane', 'Logan', 'Gold Coast', 'Sunshine Coast', 'Moreton Bay']",llm_osm,GDIS,2,geodetic,8071516256.393488,25357049.23242128,25357049.23242128,8071516256.393488,0.003141547192243568,1.0,0.003141547192243568,True,False,True,False
2008-0526-IDN,"['Sumatera Barat', 'Bengkulu', 'Sulawesi Selatan', 'Sulawesi Tengah', 'Sulawesi Barat', 'Sulawesi Tenggara', 'Jawa Tengah', 'Jawa Timur', 'Kalimantan Timur', 'Cianjur']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin2']","['Sumatera Barat', 'Bengkulu', 'Sulawesi Selatan', 'Sulawesi Tengah', 'Sulawesi Barat', 'Sulawesi Tenggara', 'Jawa Tengah', 'Jawa Timur', 'Kalimantan Timur', 'Jawa Barat']","[None, None, None, None, None, None, None, None, None, 'Cianjur']",llm_osm,GDIS,2,geodetic,1436998664765.098,438913461676.0173,354526896581.54126,1521385229859.574,0.24671344885313082,0.8077375782181734,0.23302901173443402,False,False,False,False
2008-0532-CUB,"['Bayamo', 'Manzanillo', 'Yara', 'Frank País', 'Mayarí', 'Sagua de Tánamo']","['Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Granma', 'Granma', 'Granma', 'Holguín', 'Holguín', 'Holguín']","['Bayamo', 'Manzanillo', 'Yara', 'Frak País', 'Mayarí', 'Sagua de Tánamo']",llm_osm,GDIS,2,geodetic,4600568777.703207,4030551043.586348,3537585677.598203,5093534143.691351,0.768945286666122,0.8776928115641704,0.6945247794166093,False,False,False,False
2008-0536-IDN,"['Gorontalo', 'Buol']","['Admin1', 'Admin2']","['Gorontalo', 'Sulawesi Tengah']","[None, 'Buol']",llm_osm,GDIS,2,geodetic,30229083507.69414,15798135430.320168,15667734838.685934,30359484099.328377,0.5183000283385389,0.991745823916412,0.516073816914186,False,False,False,False
2008-0545-PHL,"['Cagayan', 'Isabela', 'Aurora', 'Kalinga']","['Admin1', 'Admin1', 'Admin1', 'Admin1']","['Cagayan', 'Isabela', 'Aurora', 'Kalinga']","[None, None, None, None]",llm_osm,GDIS,2,geodetic,43299983476.027145,18110496192.848362,5855791168.909816,55554688499.96569,0.1352377229462882,0.32333687087061724,0.1054058861101063,False,False,False,False
2008-0546-COL,"['Cauca', 'Huila', 'Páez', 'Inzá', 'La Plata']","['Admin1', 'Admin1', 'Admin2', 'Admin2', 'Admin2']","['Cauca', 'Huila', 'Cauca', 'Cauca', 'Huila']","[None, None, 'Páez', 'Inzá', 'La Plata']",llm_osm,GDIS,2,geodetic,41392681418.015945,24098899587.588917,2700859077.343196,62790721928.261665,0.06524967662925217,0.11207395871030373,0.04301366498746303,False,False,False,False
2008-0547-THA,"['Nakhon Si Thammarat', 'Surat Thani', 'Narathiwat', 'Phatthalung', 'Songkhla', 'Yala', 'Trang', 'Chumphon', 'Pattani']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Nakhon Si Thammarat', 'Surat Thani', 'Narathiwat', 'Phatthalung', 'Songkhla', 'Yala', 'Trang', 'Chumphon', 'Pattani']","[None, None, None, None, None, None, None, None, None]",llm_osm,GDIS,2,geodetic,112941426340.14561,56031615742.147995,55663125121.6902,113309916960.60341,0.4928494966412909,0.9934235232095832,0.4912467206294366,False,False,False,False
2008-0551-CRI,"['Cartago', 'Talamanca', 'Matina', 'Siquirres', 'Heredia', 'San Isidro', 'San José']","['Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Cartago', 'Limón', 'Limón', 'Limón', 'Heredia', 'Heredia', 'San José']","[None, 'Talamanca', 'Matina', 'Siquirres', 'Heredia', 'San Isidro', 'San José']",llm_osm,GDIS,2,geodetic,7552580526.497662,9698149153.87792,7301411643.544994,9949318036.830585,0.9667439649174928,0.7528665034632344,0.7338605135062003,False,False,False,False
2008-0551-PAN,"['Chiriquí', 'Bocas del Toro', 'Veraguas', 'Colón', 'Darién']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Chiriquí', 'Bocas del Toro', 'Veraguas', 'Colón', 'Darién']","[None, None, None, None, None]",llm_osm,GDIS,2,geodetic,85917722198.03656,35369661683.02074,28057579646.70673,93229804234.35057,0.326563355369632,0.7932668369337503,0.3009507515019419,False,False,False,False
2008-0559-COL,"['Magdalena', 'Antioquia', 'Bolivar', 'Choco', 'Sucre', 'Cordoba', 'Huila', 'Tolima', 'Valle del Cauca', 'Caqueta', 'Putumayo', 'San Andres and Providencia', 'Atlantico', 'Santander', 'Cauca', 'Cundinamarca', 'Boyaca', 'Arauca', 'Norte de Santander', 'Cesar', 'La Guajira', 'Caldas', 'Risaralda', 'Narino', 'Meta', 'Casanare']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['Magdalena', 'Antioquia', 'Bolívar', 'Chocó', 'Sucre', 'Córdoba', 'Huila', 'Tolima', 'Valle del Cauca', 'Caquetá', 'Putumayo', 'San Andrés y Providencia', 'Atlántico', 'Santander', 'Cauca', 'Cundinamarca', 'Boyacá', 'Arauca', 'Norte de Santander', 'Cesar', 'La Guajira', 'Caldas', 'Risaralda', 'Nariño', 'Meta', 'Casanare']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",llm_osm,GDIS,2,geodetic,715575432387.6802,181380892527.8227,150526512537.30872,746429812378.1942,0.2103572952959589,0.8298917842970637,0.20166197818079823,False,False,False,False
2008-0560-IND,"['Puducherry', 'Thiruvallur', 'Thoothukudi', 'Ramanathapuram', 'Tirunelveli', 'Pudukkottai', 'Kanniyakumari', 'Nagapattinam', 'Cuddalore', 'Chennai', 'Puducherry', 'Karaikal']","['Admin1', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2', 'Admin2']","['Puducherry', 'Tamil Nadu', 'Tamil Nadu', 'Tamil Nadu', 'Tamil Nadu', 'Tamil Nadu', 'Tamil Nadu', 'Tamil Nadu', 'Tamil Nadu', 'Tamil Nadu', 'Puducherry', 'Puducherry']","[None, 'Thiruvallur', 'Thoothukkudi', 'Ramanathapuram', 'Tirunelveli', 'Pudukkottai', 'Kanniyakumari', 'Nagappattinam', 'Cuddalore', 'Chennai', 'Puducherry', 'Karaikal']",llm_osm,GDIS,2,geodetic,28651871503.743652,38817491744.879875,24408519439.77971,43060843808.84382,0.8518996546731857,0.6288020771718011,0.5668379270070574,False,False,False,False
2008-0570-MYS,"['Kelantan', 'Terengganu', 'Kuantan']","['Admin1', 'Admin1', 'Admin2']","['Kelantan', 'Trengganu', 'Pahang']","[None, None, 'Kuantan']",llm_osm,GDIS,2,geodetic,28023343617.634266,60704398888.41931,24710125896.82973,64017616609.22385,0.8817693646407124,0.40705659473293504,0.3859894698621039,False,False,False,False
2008-0575-PNG,"['East Sepik', 'Madang', 'Manus', 'Milne Bay', 'Morobe', 'New Ireland', 'West Sepik']","['Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1', 'Admin1']","['East Sepik', 'Madang', 'Manus', 'Milne Bay', 'Morobe', 'New Ireland', 'East Sepik']","[None, None, None, None, None, None, None]",llm_osm,GDIS,2,geodetic,447513518771.9802,177892159939.23907,165172711800.05536,460232966911.1639,0.36908988191754527,0.9284991078666526,0.3588893531652149,False,False,False,False
2008-0579-ITA,"['Roma', 'Venezia']","['Admin2', 'Admin2']","['Lazio', 'Veneto']","['Roma', 'Venezia']",llm_osm,GDIS,2,geodetic,1702209122.1156137,20696200251.88362,1466527675.0886788,20931881698.910553,0.861543776281721,0.07085975479751197,0.07006191302738958,False,False,False,False
2008-0581-AUS,"['Central Highlands', 'Isaac']","['Admin2', 'Admin2']","['Queensland', 'Queensland']","['Central Highlands', 'Isaac']",llm_osm,GDIS,2,geodetic,127227702944.4829,17719913173.863483,17636595140.742092,127311020977.60428,0.1386222869121358,0.9952980563559259,0.13853156628006782,False,False,False,False
